ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
251125P8YAC7NQ,Đang chờ xử lý,217765555250046,2025-11-25 17:25:55,,2025-11-25 17:23:13,Bao Bì Thanh Nguyên,435322895,Preferred(Non-CB),26060919363,"[Lốc 50 cái] F95 Ly tàu hủ PP 200ml rau câu, kem, topping, hủ nhựa chịu nhiệt tốt",256562239954,Normal Product,,Nhà cửa & Đời sống,Dụng cụ nhà bếp,Hộp đựng thực phẩm,32000,10,Shopee Comm,,320000,,5.00%,16000,0.00%,0,16000,16000,0,16000,,0,0.00%,0,100.00%,16000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P8NAW0BY,Đang chờ xử lý,217765220251942,2025-11-25 17:20:21,,2025-11-23 22:45:42,VN_Torriden Official Store,436346871,Shopee Mall(CB),10402966829,"[Torriden Chính hãng] Serum DIVE IN chứa Hyaluronic Acid, 50ml, 50ml+50ml, Serum",67005609756,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Tinh chất dưỡng,314600,1,XTRA Comm,,270556,,5.00%,13527.8,7.50%,20291.7,33819.5,13527.8,20291.7,33819.5,,0,0.00%,0,100.00%,33819.5,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P848E43S,Đang chờ xử lý,217764647246802,2025-11-25 17:10:51,,2025-11-25 17:01:41,Balo Zmbaby Official Store,1394201459,Shopee Mall(Non-CB),42407109064,"Balo cho bé mầm non, mẫu giáo ZMBABY TTH-33, balo hoạt hình 3D cho bé",280602947807,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Túi xách & vali,78000,1,XTRA Comm,,71760,,0.00%,0,3.50%,2511.6,2511.6,0,2511.6,2511.6,,0,0.00%,0,100.00%,2511.6,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P56UMNNP,Đang chờ xử lý,217761513263250,2025-11-25 16:18:33,,2025-11-25 13:41:36,Phụ Tùng Xe Độ DTPro,6565586,C2C(Non-CB),25960610333,Gương H2C chân ngắn ( 5 cạnh ),184890802259,Normal Product,,"Mô tô, xe máy",Phụ kiện xe máy,Gương và phụ kiện,81612,1,Shopee Comm,,81612,,5.00%,4080.6,0.00%,0,4080.6,4080.6,0,4080.6,,0,0.00%,0,100.00%,4080.6,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P4QT0TFR,Đang chờ xử lý,217761008253035,2025-11-25 16:10:08,,2025-11-25 06:50:25,JUSTDUN,16848981,Preferred(Non-CB),27165908610,"Áo Thun Ôm Body Giữ Nhiệt Cổ Cao 8 Phân, Tay Dài JUSTDUN C20 – Chất Cotton Dày Dặn, Tôn Dáng",320161154869,Normal Product,,Thời Trang Nữ,Áo,Áo thun,94100,1,XTRA Comm,,76944,,5.00%,3847.2,4.05%,3116.232,6963.432,15388.8,12464.928,27853.728,,0,0.00%,0,100.00%,27853.728,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P4QT0TFR,Đang chờ xử lý,217761008253035,2025-11-25 16:10:08,,2025-11-25 06:50:25,JUSTDUN,16848981,Preferred(Non-CB),27165908610,"Áo Thun Ôm Body Giữ Nhiệt Cổ Cao 8 Phân, Tay Dài JUSTDUN C20 – Chất Cotton Dày Dặn, Tôn Dáng",223393527424,Normal Product,,Thời Trang Nữ,Áo,Áo thun,94100,1,XTRA Comm,,76944,,5.00%,3847.2,4.05%,3116.232,6963.432,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P4QT0TFR,Đang chờ xử lý,217761008253035,2025-11-25 16:10:08,,2025-11-25 06:50:25,JUSTDUN,16848981,Preferred(Non-CB),27165908610,"Áo Thun Ôm Body Giữ Nhiệt Cổ Cao 8 Phân, Tay Dài JUSTDUN C20 – Chất Cotton Dày Dặn, Tôn Dáng",223393527433,Normal Product,,Thời Trang Nữ,Áo,Áo thun,94100,1,XTRA Comm,,76944,,5.00%,3847.2,4.05%,3116.232,6963.432,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P4QT0TFR,Đang chờ xử lý,217761008253035,2025-11-25 16:10:08,,2025-11-25 06:50:25,JUSTDUN,16848981,Preferred(Non-CB),27165908610,"Áo Thun Ôm Body Giữ Nhiệt Cổ Cao 8 Phân, Tay Dài JUSTDUN C20 – Chất Cotton Dày Dặn, Tôn Dáng",267148131978,Normal Product,,Thời Trang Nữ,Áo,Áo thun,94100,1,XTRA Comm,,76944,,5.00%,3847.2,4.05%,3116.232,6963.432,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P392N0N6,Đang chờ xử lý,217759440241194,2025-11-25 15:44:04,,2025-11-25 06:55:10,Trường Thịnh Sài Gòn,53880147,Preferred(Non-CB),4154818741,Màu Pha Resin 10ml Màu Trong - Trường Thịnh Sài Gòn,41196110498,Normal Product,,Văn Phòng Phẩm,Họa cụ,Màu Nước,25590,1,XTRA Comm,,25590,,5.00%,1279.5,2.00%,511.8,1791.3,9004.5,3601.8,12606.3,,0,0.00%,0,100.00%,12606.3,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P392N0N6,Đang chờ xử lý,217759440241194,2025-11-25 15:44:04,,2025-11-25 06:55:10,Trường Thịnh Sài Gòn,53880147,Preferred(Non-CB),18516015312,Keo Epoxy Resin AB 1kg Trong Suốt Loại Cứng Không Bọt Tỉ Lệ 3:1 - Trường Thịnh Sài Gòn,180885047461,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Keo & chất kết chính công nghiệp,154500,1,XTRA Comm,,154500,,5.00%,7725,2.00%,3090,10815,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P30A8F05,Đang chờ xử lý,217759144230709,2025-11-25 15:39:57,,2025-11-25 15:35:49,Thaoduocthiennhien17,1184119825,C2C(Non-CB),28538138061,Trà lá nam Tiêu U gồm 10 vị_Gói 1kg,167221226779,Normal Product,,Thực phẩm và đồ uống,Đồ uống,Trà thảo mộc,93000,1,Shopee Comm,,85560,,5.00%,4278,0.00%,0,4278,4278,0,4278,,0,0.00%,0,100.00%,4278,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P0WJY3BJ,Đang chờ xử lý,217756907210088,2025-11-25 15:01:47,,2025-11-25 13:44:20,shopivy01,914756445,Preferred(Non-CB),29806840769,"ĐÈN SƯỞI NHÀ TẮM , MÁY SƯỞI PHÒNG TẮM CHO BÉ ĐUI SỨ  2 bóng 3 bóng CAO CẤP",233275142049,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng lớn,Máy sưởi,236000,1,XTRA Comm,,196560,,5.00%,9828,1.00%,1965.6,11793.6,9828,1965.6,11793.6,,0,0.00%,0,100.00%,11793.6,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NYNCGNVF,Đang chờ xử lý,217755558271533,2025-11-25 14:39:19,,2025-11-25 12:15:13,Hà Chi Store.,292465994,Preferred(Non-CB),28539270703,"Sét 1 hoặc 3 áo (CẦN TĂNG 1 SIZE ) Áo Lót Nữ Đúc Su Độn 2,5 CM Không Gọng Mềm Mại Thoải Mái Nâng Đẩy Vòng 1 mút Dày 2,5",237971607248,Normal Product,,Thời Trang Nữ,Đồ lót,Áo ngực,115000,1,XTRA Comm,,115000,,5.00%,5750,1.00%,1150,6900,5750,1150,6900,,0,0.00%,0,100.00%,6900,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NXU499E5,Đang chờ xử lý,217754677220201,2025-11-25 14:24:38,,2025-11-25 07:02:34,Home 247,1130039946,C2C(Non-CB),25202389100,Sáp Thơm Jello Pure Aroma Khử Mùi Và Mang Lại Hương Thơm Thanh Mát Cho Không Gian Gia Đình,109055730908,Normal Product,,Nhà cửa & Đời sống,"Chất khử mùi, làm thơm nhà","Chất khử mùi, làm thơm",31500,1,XTRA Comm,,31500,,5.00%,1575,5.00%,1575,3150,1575,1575,3150,,0,0.00%,0,100.00%,3150,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NXE4FEJD,Đang chờ xử lý,217754241221181,2025-11-25 14:17:21,,2025-11-25 13:21:40,Tiệm đồ giá rẻ cho học sinh 😘,72105500,C2C(Non-CB),28317053288,"Áo khoác phao da Quảng Châu loại 1 , Áo phao nam nữ ,Vải da Thiết kế bo tay Áo phao croptop nữ",205540420038,Normal Product,,Thời Trang Nữ,Áo khoác,Áo khoác mùa đông,165000,1,XTRA Comm,,140180,,5.00%,7009,2.00%,2803.6,9812.6,7009,2803.6,9812.6,,0,0.00%,0,100.00%,9812.6,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NX9U5BBY,Đang chờ xử lý,217754095237378,2025-11-25 14:15:48,,2025-11-25 13:13:59,Trendo Jeans,1284180167,C2C(CB),42075324358,Áo Len Nam Cổ Tròn 3P Dài Tay TRENDO Áo Len Lông Cừu Cổ Tròn Dáng Hàn Quốc Thiết Kế Thanh Lịch  áo len nam phối tay kẻ sọc thời ,206323291763,Normal Product,,Thời Trang Nam,Áo len,,463320,1,XTRA Comm,,376822,,5.00%,18841.1,6.00%,22609.32,41450.42,18841.1,22609.32,41450.42,,0,0.00%,0,100.00%,41450.42,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NX7PHSD7,Đang chờ xử lý,217754025295296,2025-11-25 14:13:45,,2025-11-25 10:45:42,Vua Phụ Kiện Điện Thoại Số,254808488,Shopee Mall(Non-CB),28853574948,"Kính cường lực iphone tự dán KTMStore, Full Màn tặng Giấy Lau 7plus 8plus xs xsmax 11 Pro 12 13 14 15 16 17 Air Promax",226475071040,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Miếng dán màn hình,28888,2,XTRA Comm,,48399,,5.00%,2419.95,1.00%,483.99,2903.94,4839.85,967.97,5807.82,,0,0.00%,0,100.00%,5807.82,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NX7PHSD7,Đang chờ xử lý,217754025295296,2025-11-25 14:13:45,,2025-11-25 10:45:42,Vua Phụ Kiện Điện Thoại Số,254808488,Shopee Mall(Non-CB),28853574948,"Kính cường lực iphone tự dán KTMStore, Full Màn tặng Giấy Lau 7plus 8plus xs xsmax 11 Pro 12 13 14 15 16 17 Air Promax",222930661731,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Miếng dán màn hình,28888,2,XTRA Comm,,48398,,5.00%,2419.9,1.00%,483.98,2903.88,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NWY9KM6G,Đang chờ xử lý,217753743284800,2025-11-25 14:09:04,,2025-11-25 12:17:56,Kim Khí Điện Nước Tính Phát,11257809,C2C(Non-CB),40324010364,Kích mủ cao su HK 2.5% ( ROOT 2),39595137651,Normal Product,,Nhà cửa & Đời sống,Làm vườn,Phân bón,45000,1,XTRA Comm,,45000,,5.00%,2250,2.50%,1125,3375,2250,1125,3375,,0,0.00%,0,100.00%,3375,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NWW400EB,Đang chờ xử lý,217753670292405,2025-11-25 14:07:51,,2025-11-25 10:14:34,COLORKEY VIETNAM,1103552734,Shopee Mall(Non-CB),24675830535,[QUÀ TẶNG - KHÔNG BÁN] Một Miếng Bông Mút Màu Tím COLORKEY,99550811346,Normal Product,395625473065191_0_0,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,0,1,Shopee Comm,,0,,5.00%,0,0.00%,0,0,5920,2430.77,8350.77,,0,0.00%,0,100.00%,8350.77,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NWW400EB,Đang chờ xử lý,217753670292405,2025-11-25 14:07:51,,2025-11-25 10:14:34,COLORKEY VIETNAM,1103552734,Shopee Mall(Non-CB),25062373250,Bảng Kem Che Khuyết Điểm COLORKEY 3 Màu Chất Kem Mỏng Mịn Che Phủ Tự Nhiên 3.9g,207307774103,Normal Product,395625473065191_0_0,Sắc Đẹp,Trang điểm,Trang điểm mặt,139000,1,XTRA Comm,,83118,,5.00%,4155.9,2.50%,2077.95,6233.85,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NWW400EB,Đang chờ xử lý,217753670292405,2025-11-25 14:07:51,,2025-11-25 10:14:34,COLORKEY VIETNAM,1103552734,Shopee Mall(Non-CB),26030082258,[MINISIZE - 30ML] Xịt Khóa COLORKEY Tia Sương Mềm Mại Giúp Khóa Chặt Lớp Trang Điểm Phù Hợp Mọi Loại Da 30ml,223959572469,Normal Product,,Sắc Đẹp,Trang điểm,Trang điểm mặt,59000,1,XTRA Comm,,35282,,5.00%,1764.1,1.00%,352.82,2116.92,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NWD1Y213,Đang chờ xử lý,217753131298109,2025-11-25 13:58:51,,2025-11-25 04:02:18,MINH TUỆ MOBILE 333,237694276,Preferred(Non-CB),20294336486,chân sạc rời chân 88/105 (chung rất nhiều modem máy phím),204661198179,Normal Product,,Điện Thoại & Phụ Kiện,Khác,,5000,2,Shopee Comm,,10000,,5.00%,500,0.00%,0,500,1800,0,1800,,0,0.00%,0,100.00%,1800,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NWD1Y213,Đang chờ xử lý,217753131298109,2025-11-25 13:58:51,,2025-11-25 04:02:18,MINH TUỆ MOBILE 333,237694276,Preferred(Non-CB),22683831839,chân sạc rời T230/T231/T110/T111/T211/P5200 sam sung,214661890285,Normal Product,,Điện Thoại & Phụ Kiện,Khác,,8000,2,Shopee Comm,,16000,,5.00%,800,0.00%,0,800,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NWD1Y213,Đang chờ xử lý,217753131298109,2025-11-25 13:58:51,,2025-11-25 04:02:18,MINH TUỆ MOBILE 333,237694276,Preferred(Non-CB),17996433169,chân sạc rời Y91/Y91c/Y93/Y95/Y71/Y87/Y81s vivo,166154377377,Normal Product,,Điện Thoại & Phụ Kiện,Khác,,5000,2,Shopee Comm,,10000,,5.00%,500,0.00%,0,500,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NW9XQE42,Đang chờ xử lý,217753025236391,2025-11-25 13:57:57,,2025-11-24 03:10:07,MEILI STORE,448770251,Preferred(Non-CB),25272486898,"Mũ bucket vành cụp,Nón tai bèo thêu nổi Nbivest chất kaki cao cấp form unisex nam nữ đi biển du lịch - Meili official",39410499782,Normal Product,,Phụ Kiện Thời Trang,Mũ,,61000,1,XTRA Comm,,61000,,5.00%,3050,1.00%,610,3660,3050,610,3660,,0,0.00%,0,100.00%,3660,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NVVT5QTE,Đang chờ xử lý,217752586258172,2025-11-25 13:49:47,,2025-11-23 21:22:13,Phương Thùy Hàng Đức 2,74019577,Preferred(Non-CB),1687773575,Kem chống nắng Garnier APF50+ dành cho body tuýp 175ml,22903549442,Normal Product,,Sắc Đẹp,Tắm & chăm sóc cơ thể,Chống nắng,428000,1,XTRA Comm,,423000,,5.00%,21150,1.00%,4230,25380,21150,4230,25380,,0,0.00%,0,100.00%,25380,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NVTS9ENB,Đang chờ xử lý,217752518211830,2025-11-25 13:48:38,,2025-11-25 12:09:04,Xưởng Chăn Ga Bedding Drap,120420833,C2C(Non-CB),24322074421,Bộ Ga Gối Trần Bông 3 Món Cotton Đũi Dệt Hữu Cơ Sơ Đậu Lành Mền Mịn Thoáng Mát Đầy Đủ Size,226188880589,Normal Product,,Nhà cửa & Đời sống,Chăn ga gối nệm,"Ga trải giường, vỏ gối",141000,1,XTRA Comm,,121260,,5.00%,6063,1.00%,1212.6,7275.6,6063,1212.6,7275.6,,0,0.00%,0,100.00%,7275.6,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NVJMXT35,Đang chờ xử lý,217752243239584,2025-11-25 13:44:55,,2025-11-25 11:48:38,đồ ăn vặt nhà làm,73362332,Preferred(Non-CB),2744622700,1KG heo cháy tỏi loại mới (tỏi riêng)| KingFood - Thế Giới Đồ Ăn Vặt,240600411698,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Thức ăn khô,180000,1,XTRA Comm,,153000,,5.00%,7650,4.00%,6120,13770,21675,14216.25,35891.25,,0,0.00%,0,100.00%,35891.25,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NVJMXT35,Đang chờ xử lý,217752243239584,2025-11-25 13:44:55,,2025-11-25 11:48:38,đồ ăn vặt nhà làm,73362332,Preferred(Non-CB),4844642258,"Heo khô cháy tỏi loại ngon,Túi zip 500g | KingFood - Thế Giới Đồ Ăn Vặt - Đồ Ăn Vặt Hà Nội",70475728357,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Thức ăn khô,85000,1,XTRA Comm,,72250,,5.00%,3612.5,4.00%,2890,6502.5,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NVJMXT35,Đang chờ xử lý,217752243239584,2025-11-25 13:44:55,,2025-11-25 11:48:38,đồ ăn vặt nhà làm,73362332,Preferred(Non-CB),10418838825,"Cơm Cháy Chiên Mắm, Cơm Cháy Mắm Hành,Cơm Cháy Chiên Mắm Hành Cực Ngon hộp 500gr",66459989311,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Thức ăn khô,55000,1,XTRA Comm,,46750,,5.00%,2337.5,2.50%,1168.75,3506.25,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NVJMXT35,Đang chờ xử lý,217752243239584,2025-11-25 13:44:55,,2025-11-25 11:48:38,đồ ăn vặt nhà làm,73362332,Preferred(Non-CB),24322070276,1KG Ngô Sấy Giòn Sóc Mắm Cay Ngô Nếp Sấy Rang,232651347487,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Bỏng ngô,80000,1,XTRA Comm,,68000,,5.00%,3400,2.50%,1700,5100,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NVJMXT35,Đang chờ xử lý,217752243239584,2025-11-25 13:44:55,,2025-11-25 11:48:38,đồ ăn vặt nhà làm,73362332,Preferred(Non-CB),27422000936,"500G Lạc Rang Tỏi Ớt, đồ ăn vặt, Ăn Vặt King Food",147623304502,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Các loại hạt sấy khô,55000,2,XTRA Comm,,93500,,5.00%,4675,2.50%,2337.5,7012.5,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NUPU7CV2,Đang chờ xử lý,217751312283417,2025-11-25 13:28:33,,2025-11-25 10:18:47,vinamilk_official,975865932,Shopee Mall(Non-CB),42724607901,Thùng 24 hộp Sữa Non Vinamilk Dielac Grow Plus Vị Dâu 110ml,281994804845,Normal Product,,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Sữa pha sẵn,252402,1,Shopee Comm,,207402,,5.00%,10370.1,0.00%,0,10370.1,10370.1,0,10370.1,,0,0.00%,0,100.00%,10370.1,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125NUNXKXPQ,Đang chờ xử lý,217751282286183,2025-11-25 13:28:03,,2025-11-25 13:07:12,TANKA CLOTH,575929405,Preferred(Non-CB),19193501612,Áo len nam form rộng TANKA áo mùa đông phong cách Hàn Quốc chất liệu cao cấp AL26,340040045795,Normal Product,,Thời Trang Nam,Áo len,,194000,1,XTRA Comm,,166840,,5.00%,8342,5.00%,8342,16684,8342,8342,16684,,0,0.00%,0,100.00%,16684,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
